trial_order,id,condition,correct,RT
24,36525,condition_b,True,337.2394133153232
25,36525,baseline,True,281.63609546370594
26,36525,condition_a,True,832.0456708381887
27,36525,condition_a,True,454.6453829238473
28,36525,condition_b,True,542.1875997661696
29,36525,condition_b,True,924.1833383184688
30,36525,condition_b,True,745.8676452420351
31,36525,baseline,True,430.0826939375159
32,36525,condition_a,True,1061.857514085731
33,36525,condition_b,True,377.58787760543794
34,36525,condition_b,True,292.5574368699574
35,36525,baseline,True,852.7343536604986
36,36525,condition_b,True,435.06867585481695
37,36525,condition_b,True,1207.0206658962584
38,36525,condition_b,True,604.3966734393647
39,36525,condition_b,True,321.7691775329954
40,36525,condition_a,False,526.6508788832851
41,36525,condition_a,True,941.7308930908704
42,36525,condition_b,True,454.4139482149638
43,36525,baseline,False,380.15282559864215
44,36525,condition_b,True,298.08303396768565
45,36525,condition_a,False,460.31346055357767
46,36525,baseline,False,701.2545556735914
47,36525,condition_a,False,306.8332263456955
48,36525,condition_b,True,462.13416889437855
49,36525,condition_b,True,342.03265801724945
50,36525,condition_b,True,417.8576711861113
51,36525,baseline,True,675.8590321450316
52,36525,baseline,True,253.83547329377097
53,36525,baseline,True,386.9182469139092
54,36525,baseline,True,937.6919269487336
55,36525,condition_b,True,127.2135494757112
56,36525,baseline,False,271.2519612391856
57,36525,condition_b,True,237.35005430334644
58,36525,condition_a,False,537.2652893001938
59,36525,condition_a,True,467.0040205726988
60,36525,baseline,True,679.6816077270878
61,36525,condition_a,False,720.8087413001598
62,36525,condition_a,True,1217.9416263656497
63,36525,condition_b,True,902.62737897376
64,36525,condition_b,True,802.3076674452769
65,36525,condition_b,True,531.8075380016314
66,36525,baseline,True,428.1986318571932
67,36525,baseline,True,525.993455450816
68,36525,condition_b,True,269.1191103627886
69,36525,baseline,False,354.0870407831993
70,36525,condition_b,True,444.4318177107368
71,36525,baseline,True,1300.864063475619
72,36525,baseline,False,571.7968685018672
73,36525,condition_b,True,371.9728809340318
74,36525,baseline,True,387.84170114308216
75,36525,baseline,True,321.8261135311556
76,36525,baseline,True,329.4697457312459
77,36525,condition_a,True,598.6385868735368
78,36525,condition_b,True,1184.7033292717952
79,36525,condition_b,True,203.80612681737023
80,36525,condition_a,True,971.4502370915648
81,36525,baseline,True,722.6811630274645
82,36525,baseline,True,616.286845877633
83,36525,condition_a,True,1365.8015420368197
84,36525,condition_a,True,816.1157320633298
85,36525,condition_a,False,708.4535676928768
86,36525,condition_a,True,447.67529147790697
87,36525,baseline,True,597.2264222134305
88,36525,condition_a,True,536.4279428598819
89,36525,baseline,False,421.3683493997216
90,36525,baseline,True,196.08188654192676
91,36525,baseline,False,614.2550791261883
92,36525,baseline,True,619.8511350688804
93,36525,baseline,True,905.0876309623555
94,36525,condition_a,False,631.9015027009652
95,36525,baseline,True,864.6869036747014
96,36525,condition_b,True,429.0038188210931
97,36525,baseline,True,383.4782629646136
98,36525,baseline,False,758.1320223153643
99,36525,condition_b,True,200.8264200048289
100,36525,condition_a,True,385.6131524144035
101,36525,baseline,True,735.2406495383719
102,36525,condition_a,True,787.5295711720803
103,36525,condition_a,True,674.6033089464847
104,36525,condition_b,True,302.89022070996066
105,36525,condition_b,True,612.3513703795323
106,36525,condition_a,True,429.8935492506832
107,36525,baseline,True,328.56843880783
108,36525,condition_a,False,575.4971756489725
109,36525,condition_a,True,1281.9154473186563
110,36525,condition_a,True,687.2787623666295
111,36525,condition_b,True,136.71758301649925
112,36525,baseline,True,387.6285307688626
113,36525,baseline,True,235.4125923608612
114,36525,condition_a,False,701.0549938909335
115,36525,condition_b,True,397.5308717150487
116,36525,condition_a,True,312.0625866658353
117,36525,condition_b,True,370.2187122298066
118,36525,condition_a,True,454.9434929853094
119,36525,condition_b,True,275.7670305131317
0,55240,condition_b,True,215.49253884140472
1,55240,baseline,True,455.5282668101341
2,55240,baseline,True,208.48430191150325
3,55240,condition_b,True,418.788092855852
4,55240,condition_a,True,2425.040515100989
5,55240,condition_a,True,190.77150496505575
6,55240,condition_a,True,531.4547510722089
7,55240,condition_b,True,732.0919851062662
8,55240,condition_a,True,1071.0089065489385
9,55240,baseline,True,73.81884795492742
10,55240,condition_b,True,275.6652377922503
11,55240,condition_b,True,180.92709894236924
12,55240,baseline,True,566.6792706398535
13,55240,condition_b,True,391.7571406759293
14,55240,condition_b,True,675.9243612644373
15,55240,baseline,True,354.6164505801566
16,55240,condition_a,True,198.5455494481781
17,55240,condition_b,True,265.9387902546641
18,55240,baseline,False,572.0187841302023
19,55240,baseline,True,472.2051816152149
20,55240,baseline,True,286.1301576261817
21,55240,baseline,True,818.667124346432
22,55240,condition_b,True,246.82636767337084
23,55240,baseline,True,667.2661737916052
24,55240,baseline,True,188.36398146540503
25,55240,condition_b,True,174.92830941587346
26,55240,condition_b,True,530.332284932826
27,55240,condition_a,True,659.8008261734356
28,55240,condition_b,True,560.3631191314352
29,55240,condition_a,True,425.9063952399894
30,55240,condition_b,True,360.3586522037084
31,55240,baseline,True,110.91232766020576
32,55240,baseline,True,333.4655038102294
33,55240,condition_b,True,353.48266525821765
34,55240,condition_a,True,157.63789330442788
35,55240,baseline,True,239.40582231053529
36,55240,baseline,True,198.90112066918812
37,55240,condition_b,True,283.6078672497178
38,55240,condition_a,True,688.5905495369266
39,55240,baseline,True,287.7812519279304
40,55240,condition_a,True,277.3728909831369
41,55240,condition_a,True,363.41911306840825
42,55240,condition_a,False,425.53101895007177
43,55240,condition_b,True,224.7881374743885
44,55240,baseline,True,211.69377357658027
45,55240,condition_b,True,601.7287417409274
46,55240,baseline,True,373.8478203470645
47,55240,condition_b,True,252.51491046925184
48,55240,condition_b,True,433.4720814730235
49,55240,condition_a,True,624.9158483724984
50,55240,condition_a,True,438.9283234296954
51,55240,baseline,False,187.9648857592248
52,55240,condition_a,True,254.48108329030816
53,55240,baseline,True,863.5308632281789
54,55240,condition_a,True,286.6018856544959
55,55240,baseline,True,667.2583944874631
56,55240,condition_b,True,303.892331994998
57,55240,condition_a,True,733.6918109119453
58,55240,condition_b,True,210.0485245851804
59,55240,condition_b,True,153.78372555071553
60,55240,condition_a,True,578.6121865310668
61,55240,baseline,True,205.7789226852225
62,55240,condition_a,True,227.7763089626476
63,55240,condition_b,True,353.1343349064168
64,55240,condition_a,True,896.5973946821197
65,55240,baseline,True,169.07768380733677
66,55240,condition_b,True,358.7744029187165
67,55240,condition_b,True,251.09634713479792
68,55240,baseline,True,478.8087581708955
69,55240,condition_b,True,177.64908772503256
70,55240,condition_a,True,332.7476554572704
71,55240,baseline,True,220.91655987418355
72,55240,condition_a,True,508.3066838665493
73,55240,baseline,True,693.8257153884579
74,55240,condition_b,True,147.05352522464767
75,55240,condition_a,True,522.2302892622552
76,55240,baseline,True,360.936858519904
77,55240,condition_a,True,895.5321279826841
78,55240,baseline,True,467.4447272300424
79,55240,condition_a,True,753.0736810108341
80,55240,condition_b,True,301.34386544710657
81,55240,baseline,True,205.51766014113383
82,55240,baseline,True,140.9767771176052
83,55240,baseline,False,575.8135017712231
84,55240,baseline,True,228.24026777978764
85,55240,condition_b,True,275.29630825189946
86,55240,condition_a,True,940.3387143776142
87,55240,condition_a,True,573.9915756807874
88,55240,condition_a,True,188.97383081986277
89,55240,condition_b,True,431.2530206953247
90,55240,baseline,True,211.79086717002363
91,55240,baseline,False,383.4541008273582
92,55240,condition_b,True,142.63392527659667
93,55240,baseline,True,151.9976004129304
94,55240,baseline,False,373.8724890190479
95,55240,condition_a,True,356.6418303082195
96,55240,condition_a,False,592.17722651882
97,55240,baseline,False,414.9878263842525
98,55240,condition_a,True,479.405687681683
99,55240,condition_b,True,160.2589819898969
100,55240,condition_a,True,347.3381685293991
101,55240,condition_b,True,718.0555892907961
102,55240,condition_b,True,307.0504459165128
103,55240,baseline,True,257.21222199970134
104,55240,condition_b,True,388.3548139994329
105,55240,condition_a,False,581.7790842098259
106,55240,condition_a,True,905.834517255608
107,55240,condition_a,True,392.2488360236926
108,55240,condition_a,False,491.5438282308478
109,55240,condition_b,True,498.5624878376695
110,55240,condition_a,True,406.2881554663588
111,55240,condition_a,False,891.3578471289924
112,55240,baseline,True,242.35658316373323
113,55240,condition_b,True,297.6020473151356
114,55240,condition_b,False,170.29741111768277
115,55240,condition_b,True,258.6882387388809
116,55240,condition_a,True,528.6134454699226
117,55240,condition_b,True,316.61982096866404
118,55240,baseline,True,376.9746176093375
119,55240,condition_a,True,374.8194061258977
0,32154,baseline,False,466.36627244781096
1,32154,condition_b,True,460.581511348288
2,32154,baseline,True,313.7434810205154
3,32154,condition_a,True,456.17416724746965
4,32154,baseline,True,273.0016823640196
5,32154,condition_b,True,394.87567415677273
6,32154,condition_b,True,267.42287528338005
7,32154,baseline,True,278.7267137426932
8,32154,baseline,True,453.9760982191881
9,32154,condition_b,True,330.9606276329116
10,32154,baseline,True,212.20458647145463
11,32154,baseline,True,572.4961664572041
12,32154,condition_a,True,246.9275627042299
13,32154,baseline,True,565.8907468652754
14,32154,condition_a,True,886.7042113882495
15,32154,baseline,True,176.88949625151702
16,32154,condition_a,False,291.9336521132188
17,32154,baseline,True,465.2307286312748
18,32154,condition_a,True,639.3577040384644
19,32154,condition_b,True,458.3771399477845
20,32154,condition_a,True,559.5640738513343
21,32154,condition_a,True,430.6158184800759
22,32154,condition_a,False,398.3629390267103
23,32154,condition_b,True,793.3217124978931
24,32154,condition_a,True,508.6552956503052
25,32154,baseline,True,405.3959391751965
26,32154,condition_b,True,235.59359220337737
27,32154,baseline,False,482.0165265177648
28,32154,condition_b,True,261.1501981457317
29,32154,condition_b,True,141.82850976677
30,32154,condition_b,True,709.9130175865328
31,32154,condition_a,True,619.6570441661052
32,32154,condition_a,True,361.1035780497076
33,32154,condition_b,True,655.9657673516595
34,32154,condition_a,True,346.3253586478515
35,32154,baseline,True,694.0044409096031
36,32154,condition_a,True,1295.190508655378
37,32154,baseline,False,660.0342455050325
38,32154,condition_a,True,1321.7625553888645
39,32154,condition_b,False,425.0061570153678
40,32154,baseline,True,162.5186928364898
41,32154,condition_a,True,654.3798597501496
42,32154,condition_b,True,412.47865360926806
43,32154,condition_a,True,478.5684032897464
44,32154,baseline,True,893.2005200231874
45,32154,condition_b,True,158.78335983032366
46,32154,condition_b,True,473.2207769852817
47,32154,condition_a,True,786.0545743832527
48,32154,condition_b,True,220.1980922941344
49,32154,baseline,True,590.7751214672595
50,32154,condition_a,True,921.5237279794392
51,32154,condition_a,True,529.6188857561808
52,32154,condition_a,True,933.4051489433996
53,32154,baseline,True,637.2528152744607
54,32154,baseline,True,439.5446256085063
55,32154,condition_a,True,762.2515606232835
56,32154,condition_b,True,810.5886738755719
57,32154,condition_b,True,327.59364935953965
58,32154,condition_a,True,719.986100732354
59,32154,condition_b,True,335.2079032253752
60,32154,baseline,True,289.60626670486124
61,32154,condition_b,True,461.1353764541344
62,32154,condition_a,True,720.9763132046197
63,32154,condition_b,True,322.0081704903872
64,32154,condition_a,False,459.4092772499052
65,32154,condition_a,True,436.2209635738071
66,32154,condition_b,True,330.3611179290854
67,32154,condition_a,True,812.3614641811737
68,32154,condition_b,True,370.9553069803152
69,32154,condition_a,True,1295.8499411874968
70,32154,condition_a,True,311.82257070047456
71,32154,condition_b,True,232.7636747268283
72,32154,baseline,True,493.8717096307334
73,32154,baseline,False,456.7496798767965
74,32154,baseline,True,514.2204045049136
75,32154,baseline,True,202.45783250711068
76,32154,condition_b,True,367.840410420435
77,32154,baseline,True,293.8393990420034
78,32154,condition_a,True,796.8025672820313
79,32154,condition_a,True,309.51070072294243
80,32154,condition_b,True,292.0333948961024
81,32154,condition_a,True,565.3614916916946
82,32154,condition_b,True,179.21381627110202
83,32154,baseline,True,179.9828496912535
84,32154,condition_b,True,326.9543152972556
85,32154,baseline,True,716.9541985351925
86,32154,condition_a,True,225.99796741696184
87,32154,condition_b,True,541.26334272229
88,32154,baseline,True,481.5855202180553
89,32154,condition_a,False,193.20054463887095
90,32154,condition_a,True,519.0083328948434
91,32154,condition_b,True,614.5895060598176
92,32154,condition_b,True,390.21085324983386
93,32154,baseline,False,485.6589895116136
94,32154,baseline,True,285.5194830883729
95,32154,condition_a,False,344.5622239329016
96,32154,condition_b,True,883.0224399660459
97,32154,condition_a,True,1226.2853847456404
98,32154,condition_a,False,216.0204762977123
99,32154,baseline,True,429.1631954023147
100,32154,condition_b,True,223.32134415355043
101,32154,baseline,False,364.4547964495661
102,32154,condition_a,False,621.8755870506895
103,32154,condition_a,True,292.2952587451693
104,32154,baseline,False,485.8598175502123
105,32154,condition_b,True,557.9380207346468
106,32154,baseline,True,488.6883321096365
107,32154,condition_a,True,635.2945496984953
108,32154,condition_b,True,381.1572765162143
109,32154,condition_b,True,167.284988677648
110,32154,baseline,True,111.56367321714696
111,32154,baseline,True,1065.675273669444
112,32154,baseline,True,268.0117891036476
113,32154,condition_b,True,307.77440145417484
114,32154,condition_b,True,90.76804615148532
115,32154,baseline,True,204.4175465486542
116,32154,condition_b,True,214.3810312562445
117,32154,condition_b,True,412.8708748092988
118,32154,baseline,True,469.6176127320233
119,32154,baseline,True,675.1213130612402
0,47294,baseline,True,176.5609295661405
1,47294,condition_a,True,934.8020337378236
2,47294,condition_b,True,611.071788447313
3,47294,condition_a,True,707.5301235819003
4,47294,condition_b,True,456.991814233139
5,47294,condition_b,True,333.88950178729993
6,47294,baseline,True,594.547066898358
7,47294,condition_b,True,404.7130104396
8,47294,condition_a,True,1093.061808187806
9,47294,condition_a,True,443.7263459771612
10,47294,condition_a,True,638.5217060421759
11,47294,baseline,False,845.9318970268346
12,47294,condition_a,True,482.6408564396694
13,47294,baseline,True,696.1851267343513
14,47294,condition_a,True,1353.7746799830293
15,47294,condition_b,True,277.36097260976624
16,47294,condition_a,True,742.5942516088489
17,47294,condition_b,True,457.713435767922
18,47294,condition_b,True,298.8042536936488
19,47294,condition_b,True,363.7878265262661
20,47294,baseline,True,301.26557670199134
21,47294,condition_b,True,816.0959122852041
22,47294,condition_a,True,521.7061413186956
23,47294,baseline,True,392.8430630692204
24,47294,condition_b,True,288.6768358226654
25,47294,condition_a,True,839.478529140529
26,47294,condition_b,True,403.4829548359597
27,47294,baseline,True,933.5012227056188
28,47294,baseline,True,243.9195299102469
29,47294,baseline,True,539.6429431155076
30,47294,condition_b,True,750.0591407788504
31,47294,condition_a,True,245.8386195479681
32,47294,condition_a,True,693.719400001254
33,47294,condition_b,True,376.4923262169871
34,47294,baseline,True,845.6526412502338
35,47294,condition_b,True,311.0290347509657
36,47294,condition_b,False,270.685482030969
37,47294,baseline,True,411.7715403175599
38,47294,condition_b,True,379.7238404694808
39,47294,baseline,False,377.1559705243332
40,47294,condition_b,True,453.6877528522169
41,47294,baseline,True,266.70163045695426
42,47294,condition_a,True,548.5489648336272
43,47294,condition_a,True,732.3313399833597
44,47294,condition_a,True,815.8682216645697
45,47294,condition_b,True,206.94581087162103
46,47294,condition_a,False,385.3711684415298
47,47294,condition_b,True,289.68981444954267
48,47294,baseline,True,241.55539808071788
49,47294,condition_a,True,446.577679761059
50,47294,condition_a,False,784.0399501152444
51,47294,condition_b,True,593.6327731994124
52,47294,baseline,False,246.68985138813696
53,47294,condition_b,True,572.0613953598668
54,47294,baseline,True,474.39847756611033
55,47294,condition_b,True,330.7775156689172
56,47294,condition_b,True,193.53773137887265
57,47294,baseline,True,472.3105826393559
58,47294,condition_a,True,837.4053555663913
59,47294,condition_b,True,657.8935266942175
60,47294,condition_a,True,223.35551788119545
61,47294,condition_b,True,373.9351316078798
62,47294,condition_a,False,400.6848577470201
63,47294,baseline,True,438.5684458137654
64,47294,baseline,False,404.8641458254783
65,47294,condition_b,True,601.5308869432312
66,47294,condition_a,True,493.3127307074061
67,47294,baseline,True,766.9162130083857
68,47294,condition_a,False,1387.767550819766
69,47294,condition_a,True,381.9140693306727
70,47294,condition_a,True,1265.7594771695778
71,47294,condition_a,True,782.9772691077417
72,47294,baseline,True,272.8273221367233
73,47294,condition_b,True,517.7969059517766
74,47294,condition_b,True,249.6531776663492
75,47294,baseline,False,282.7452383599225
76,47294,condition_a,True,296.97027960820253
77,47294,condition_b,True,1350.9829162005913
78,47294,condition_a,True,467.1843562503122
79,47294,condition_a,True,711.6623224061891
80,47294,baseline,True,461.0348715093715
81,47294,condition_a,False,879.5783306112185
82,47294,condition_b,True,231.6086298417651
83,47294,condition_a,True,754.3437772225985
84,47294,baseline,True,556.9879259946796
85,47294,condition_b,True,355.14983419457326
86,47294,condition_b,True,804.0046079238741
87,47294,baseline,True,254.1286162762246
88,47294,condition_b,True,392.83602327056747
89,47294,condition_b,True,480.99836298434303
90,47294,condition_a,True,786.037422895275
91,47294,baseline,True,501.8027227556675
92,47294,baseline,True,430.4555768243608
93,47294,condition_a,True,785.038661520555
94,47294,baseline,True,401.1289199377666
95,47294,baseline,True,365.3959502172977
96,47294,baseline,False,959.6887471319078
97,47294,condition_a,False,1626.1774307854037
98,47294,condition_b,True,561.6252337040869
99,47294,condition_a,True,1842.321566877693
100,47294,baseline,True,744.307821185473
101,47294,baseline,False,782.7391721841126
102,47294,condition_b,True,510.570186832136
103,47294,condition_a,False,357.35430741867526
104,47294,condition_b,True,294.1882829603508
105,47294,baseline,True,899.8811308797541
106,47294,baseline,True,347.0358061065631
107,47294,baseline,True,418.7964816249039
108,47294,baseline,False,366.0240016491582
109,47294,condition_b,True,343.1783314276288
